Timestamp,Last_Close,Predicted_Next_Close,Direction,Confidence
2025-02-05 12:44:55 PM,50430.25,50417.76802229532,DOWN,49.50%
2025-02-05 12:45:56 PM,50416.8984375,50404.47706683018,DOWN,49.27%
2025-02-05 12:46:57 PM,50422.3515625,50409.79510548974,DOWN,49.81%
2025-02-05 12:47:58 PM,50435.25,50447.87735158222,UP,50.07%
2025-02-05 12:48:58 PM,50420.69921875,50408.12140952742,DOWN,49.89%
2025-02-05 12:49:00 PM,50409.0,50413.204147450626,UP,50.20%
2025-02-05 12:50:00 PM,50407.44921875,50412.67429614044,UP,50.12%
2025-02-05 12:52:01 PM,50413.55078125,50426.210558556915,UP,50.22%
2025-02-05 12:53:02 PM,50419.1484375,50406.5564774014,DOWN,49.95%
2025-02-05 12:54:03 PM,50419.05078125,50406.463592269196,DOWN,49.93%
2025-02-05 12:55:04 PM,50409.80078125,50397.22986118739,DOWN,49.87%
2025-02-05 12:56:05 PM,50418.69921875,50406.14249173034,DOWN,49.81%
2025-02-05 12:57:06 PM,50414.1015625,50426.92750265571,UP,50.88%
2025-02-05 12:58:06 PM,50430.19921875,50417.692307113466,DOWN,49.60%
2025-02-05 12:59:07 PM,50439.80078125,50427.3142298959,DOWN,49.51%
2025-02-05 01:00:08 PM,50417.30078125,50404.9580970505,DOWN,48.96%
2025-02-05 01:01:08 PM,50402.94921875,50415.880384486656,UP,51.31%
2025-02-05 01:02:09 PM,50413.05078125,50425.9988011304,UP,51.37%
2025-02-05 01:03:10 PM,50427.6015625,50415.00301575468,DOWN,49.97%
2025-02-05 01:04:11 PM,50434.55078125,50447.17023501359,UP,50.04%
2025-02-05 01:05:12 PM,50433.75,50421.31530072916,DOWN,49.31%
2025-02-05 01:06:13 PM,50419.5,50407.115827306356,DOWN,49.12%
2025-02-05 01:07:13 PM,50464.30078125,50451.76409599273,DOWN,49.69%
2025-02-05 01:08:14 PM,50459.8984375,50447.46272977087,DOWN,49.29%
2025-02-05 01:09:15 PM,50457.8515625,50445.42435170833,DOWN,49.26%
2025-02-05 01:10:15 PM,50464.25,50451.82121334394,DOWN,49.26%
2025-02-05 01:11:16 PM,50468.6484375,50456.22573000035,DOWN,49.23%
2025-02-05 01:12:17 PM,50474.1484375,50461.58392015116,DOWN,49.79%
2025-02-05 01:38:04 PM,50474.6015625,50487.25078096516,UP,50.12%
2025-02-05 01:39:05 PM,50475.05078125,50487.690797828924,UP,50.08%
2025-02-05 02:35:01 PM,50458.80078125,50446.415887902476,DOWN,49.09%
2025-02-05 02:35:10 PM,50457.05078125,50444.66631743237,DOWN,49.09%
2025-02-05 02:36:10 PM,50454.80078125,50467.5694512038,UP,50.61%
2025-02-05 02:37:11 PM,50461.8515625,50474.52760620351,UP,50.24%
2025-02-05 02:38:12 PM,50465.5,50478.1867060423,UP,50.28%
